Version,Model,Transmission,Fuel,City,Road,Average
4PTS 2.0L 4CIL 140HP CVT Xtronic,2011,CVT,Gasolina,13.6,19.7,15.8
4PTS 2.0L 4CIL 140HP CVT XTRONIC,2012,CVT,Gasolina,13.6,19.7,15.8
5PTS 1.6L 4CIL 188HP MAN TURBO,2014,MAN,Gasolina,13.6,18.4,15.41
5PTS 1.6L 4CIL 188HP MAN TURBO,2015,MAN,Gasolina,13.6,18.4,15.41
5PTS 1.6L 4CIL 188HP MAN TURBO,2016,MAN,Gasolina,13.6,18.4,15.41
SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,13.51,20.41,17.32
MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,13.51,20.41,17.32
SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,13.51,20.41,17.32
MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,13.51,20.41,17.32
4PTS 2.0L 4CIL 152HP MAN,2015,MAN,Gasolina,13.51,18.86,16.88
4PTS 2.0L 4CIL 152HP CVT,2015,CVT,Gasolina,13.51,18.86,16.88
MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2014,DSG,Diesel,13.51,20.41,17.32
COUPE LX 2PTS 1.8L 4CIL 140HP MAN,2011,M5,Gasolina,13.5,19.9,15.78
SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,2011,M5,Gasolina,13.5,19.9,15.78
SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,2011,M5,Gasolina,13.5,19.9,15.78
4PTAS 1.6L 4CIL 115HP DUALOGIC,2016,DUALOGIC,Gasolina,13.46,19.41,15.61
4PTS 1.8L 4CIL 145HP MAN,2014,MAN,Gasolina,13.41,20.84,15.97
4PTS 1.8L 4CIL 145HP MAN,2015,MAN,Gasolina,13.41,20.84,15.97
4PTS 1.8L 4CIL 145HP MAN,2016,MAN,Gasolina,13.41,20.84,17.36
A7 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2016,DSG,Gasolina,13.4,24,16.72
A7 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2017,DSG,Gasolina,13.4,24,16.72
SEDAN 4PTAS 2.5L 4CIL 185HP MAN,2016,MAN,Gasolina,13.4,21.3,16.08
5PTS 1.4L 4CIL 160HP MAN FSI TURBO,2013,MAN,Gasolina,13.39,22.81,16.45
4PTS 1.8L 4CIL 145HP AUT,2014,AUT,Gasolina,13.39,20.79,15.94
4PTS 1.8L 4CIL 145HP AUT,2015,AUT,Gasolina,13.39,20.79,15.94
4PTS 1.8L 4CIL 145HP AUT,2016,AUT,Gasolina,13.39,20.79,17.33
4PTS 1.6L 4CIL 105HP MAN,2013,MAN,Gasolina,13.36,22.32,16.31
4PTS 1.8L 4CIL 138HP MAN,2014,MAN,Gasolina,13.35,19.02,15.42
LS 4PTS 1.8L 4CIL 138HP MAN,2015,MAN,Gasolina,13.35,19.02,15.42
4PTAS 2.0L 4CIL 150HP AUT,2018,AUT,Gasolina,13.35,20.07,17.11
4PTS 1.8L 4CIL 139HP MAN,2016,MAN,Gasolina,13.35,19.02,15.42
CGI 5PTS 1.6L 4CIL 121HP MAN TURBO,2013,MAN,Gasolina,13.33,23.25,17.88
CGI 5PTS 1.6L 4CIL 154HP MAN TURBO,2013,MAN,Gasolina,13.33,22.72,17.76
LS 4PTS 2.5L 4CIL 196HP AUT,2014,AUT,Gasolina,13.31,20.45,15.79
LT 4PTS 2.5L 4CIL 196HP AUT,2014,AUT,Gasolina,13.31,20.45,15.79
LT 4PTS 2.5L 4CIL 196HP AUT Tela,2015,AUT,Gasolina,13.31,20.45,15.79
LT 4PTS 2.5L 4CIL 196HP AUT Piel,2015,AUT,Gasolina,13.31,20.45,15.79
4PTS 2.0L 4CIL 140HP MAN,2011,MAN,Gasolina,13.3,18.4,15.2
4PTS 2.0L 4CIL 140HP MAN,2012,MAN,Gasolina,13.3,18.4,15.2
2PTS 2.0L 4CIL 210HP DSG TURBO,2015,DSG,Gasolina,13.3,19.9,15.63
4PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,13.3,21.36,17.4
4PTAS 2.4L 4CIL 185HP AUT,2018,AUT,Gasolina,13.3,21.36,17.4
4PTAS 2.4L 4CIL 185HP AUT,2016,AUT,Gasolina,13.3,21.36,16.02
4PTAS 2.0L 4CIL 158HP MAN,2016,MAN,Gasolina,13.29,19.94,15.64
4PTS 2.0L 4CIL 150HP MAN,2014,MAN,Gasolina,13.25,18.87,15.3
4PTS 2.0L 4CIL 150HP CVT,2014,CVT,Gasolina,13.25,18.87,15.3
4PTAS 1.8L 4CIL 125HP AUT,2016,AUT,Gasolina,13.24,18.51,15.19
2PTS 2.0L 4CIL 200HP DSG TURBO,2013,DSG,Gasolina,13.2,20.14,15.62
LX 4PTS 1.5L 4CIL 118HP MAN,2014,MAN,Gasolina,13.2,20.4,17.08
MKVI GLI 4PTS 2.0L 4CIL 210HP MAN TURBO FSI,2015,MAN,Gasolina,13.2,23.5,16.44
LX 4PTS 1.5L 4CIL 118HP MAN,2016,MAN,Gasolina,13.2,20.4,17.08
DX 4PTS 1.5L 4CIL 118HP MAN,2016,MAN,Gasolina,13.2,20.4,17.08
DX 4PTAS 1.5L 4CIL 118HP MAN,2017,MAN,Gasolina,13.2,20.4,17.08
LX 4PTAS 1.5L 4CIL 118HP MAN,2017,MAN,Gasolina,13.2,20.4,17.08
DX 4PTAS 1.5L 4CIL 118HP MAN,2018,MAN,Gasolina,13.2,20.4,17.08
LX 4PTAS 1.5L 4CIL 118HP MAN,2018,MAN,Gasolina,13.2,20.4,17.08
4PTS 2.0L 4CIL 152HP MAN,2011,MAN,Gasolina,13.16,16.08,14.33
4PTS 2.0L 4CIL 152HP MAN,2012,MAN,Gasolina,13.16,16.08,14.33
4PTS 2.0L 4CIL 152HP MAN,2013,MAN,Gasolina,13.16,16.08,14.33
5PTAS 2.0L 4CIL 152HP AUT,2017,AUT,Gasolina,13.16,18.49,16.51
5PTAS 2.0L 4CIL 152HP AUT,2018,AUT,Gasolina,13.16,18.49,16.51
5PTAS 2.0L 4CIL 152HP AUT,2016,AUT,Gasolina,13.16,18.49,15.12
CGI 5PTS 1.6L 4CIL 121HP AUT TURBO,2013,AUT,Gasolina,13.15,20.83,17.15
4PTAS 2.0L 4CIL 150HP AUT,2017,AUT,Gasolina,13.14,21.36,17.28
4PTAS 1.8L 4CIL 125HP MAN,2016,MAN,Gasolina,13.1,18.44,15.06
SEDAN 4PTS 2.0L 4CIL 160HP MAN,2016,MAN,Gasolina,13.06,19.98,15.47
SEDAN 4PTS 2.0L 4CIL 148HP AUT,2011,AUT,Gasolina,13,20.3,15.51
HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2011,MAN,Gasolina,13,17.8,14.8
HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2012,MAN,Gasolina,13,17.8,14.8
4PTS 2.0L 4CIL 160HP AUT,2013,AUT,Gasolina,13,20.57,15.58
HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2013,MAN,Gasolina,13,17.8,14.8
2PTS 2.0L 4CIL 210HP DSG TURBO,2014,DSG,Gasolina,13,19.6,15.32
MKVI GLI 4PTS 2.0L 4CIL 210HP DSG TURBO FSI,2015,DSG,Gasolina,13,23.7,16.31
4PTAS 2.0L 4CIL 150HP MAN,2017,MAN,Gasolina,12.98,20.24,16.87
4PTAS 2.0L 4CIL 158HP AUT,2016,AUT,Gasolina,12.93,20.76,15.57
COUPE EX 2PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,12.9,19.9,15.33
SEDAN LX 4PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,12.9,19.9,15.33
SEDAN EX 4PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,12.9,19.9,15.33
SEDAN 4PTS 1.8L 4CIL 125HP MAN,2011,MAN,Gasolina,12.9,17.8,14.72
SEDAN 4PTS 1.8L 4CIL 125HP MAN,2012,MAN,Gasolina,12.9,17.8,14.72
SEDAN 4PTS 1.8L 4CIL 125HP MAN,2013,MAN,Gasolina,12.9,17.8,14.72
SEDAN 4PTS 1.8L 4CIL 125HP MAN,2014,MAN,Gasolina,12.9,17.8,14.72
SEDAN 4PTS 1.8L 4CIL 125HP MAN,2015,MAN,Gasolina,12.9,17.8,14.72
5PTAS 1.6L 4CIL 122HP MAN,2016,MAN,Gasolina,12.9,17.59,14.66
4PTS 1.4L 4CIL 138HP AUT TURBO,2016,AUT,Gasolina,12.85,21.18,15.62
LTZ 4PTS 1.4L 4CIL 138HP AUT TURBO,2015,AUT,Gasolina,12.85,21.18,15.61
ES 5PTS 2.0L 4CIL 148HP CVT,2014,CVT,Gasolina,12.84,18.64,14.93
SE 5PTS 2.0L 4CIL 148HP CVT,2014,CVT,Gasolina,12.84,18.64,14.93
SE PLUS 5PTS 2.0L 4CIL 148HP CVT,2014,CVT,Gasolina,12.84,18.64,14.93
GL 4PTS 2.0L 4CIL 115HP MAN,2013,MAN,Gasolina,12.81,20.64,15.45
4PTS 2.0L 4CIL 115HP MAN,2014,MAN,Gasolina,12.81,20.64,15.45
COOL 5PTS 1.5L 4CIL 130HP MAN,2015,MAN,Gasolina,12.8,19.5,16.53
FUN 5PTS 1.5L 4CIL 130HP MAN,2015,MAN,Gasolina,12.8,19.5,16.53
2PTS 2.0L 4CIL 210HP MAN TURBO,2015,MAN,Gasolina,12.8,20.6,15.43
A7 (GTI) 5PTS 2.0L 4CIL 220HP DSG TURBO FSI,2015,DSG,Gasolina,12.8,23,15.99
4PTS 2.0L 4CIL 115HP MAN,2015,MAN,Gasolina,12.8,21.2,15.58
COOL 5PTS 1.5L 4CIL 130HP MAN,2016,MAN,Gasolina,12.8,19.5,16.53
FUN 5PTS 1.5L 4CIL 130HP MAN,2016,MAN,Gasolina,12.8,19.5,16.53
SEDAN EX-T 5PTS 1.5L 4CIL 174HP CVT TURBO,2016,CVT,Gasolina,12.8,21.9,17.13
SEDAN EX-TL 5PTS 1.5L 4CIL 174HP CVT TURBO,2016,CVT,Gasolina,12.8,21.9,17.13
COUPE EX-T 2PTS 1.5L 4CIL 174HP CVT TURBO,2016,CVT,Gasolina,12.8,21.9,17.13
EX COUPE 2PTAS 1.5L 4CIL 174HP TURBO CVT,2017,,Gasolina,12.8,21.9,17.13
SEDAN 4PTAS 1.5L 4CIL 174HP CVT,2017,,Gasolina,12.8,21.9,17.13
SEDAN 4PTAS 1.5L 4CIL 174HP CVT,2017,,Gasolina,12.8,21.9,17.13
COOL 5PTAS 1.5L 4CIL 130HP MAN,2017,MAN,Gasolina,12.8,19.5,16.53
FUN 5PTAS 1.5L 4CIL 130HP MAN,2017,MAN,Gasolina,12.8,19.5,16.53
MAYA 5PTS 1.6L 4CIL 110HP MAN,2012,MAN,Gasolina,12.74,16.12,15.46
ORIGIN 5PTS 1.6L 4CIL 110HP MAN,2012,MAN,Gasolina,12.74,16.12,15.46
GTS 4PTAS 2.0L 4CIL 168HP CVT,2016,CVT,Gasolina,12.73,19.91,15.2
HATCHBACK 5PTS 1.8L 4CIL 125HP AUT,2011,AUT,Gasolina,12.7,19,14.93
SEDAN 4PTS 1.8L 4CIL 125HP AUT,2011,AUT,Gasolina,12.7,19,14.93
HATCHBACK 5PTS 1.8L 4CIL 125HP AUT,2012,AUT,Gasolina,12.7,19,14.93
SEDAN 4PTS 1.8L 4CIL 125HP AUT,2012,AUT,Gasolina,12.7,19,14.93
HATCHBACK 5PTS 1.8L 4CIL 125HP AUT,2013,AUT,Gasolina,12.7,19,14.93
SEDAN 4PTS 1.8L 4CIL 125HP AUT,2013,AUT,Gasolina,12.7,19,14.93
SEDAN 4PTS 1.8L 4CIL 125HP AUT,2014,AUT,Gasolina,12.7,19,14.93
SEDAN 4PTS 1.8L 4CIL 125HP AUT,2015,AUT,Gasolina,12.7,19,14.93
4PTS 2.0L 4CIL 160HP MAN,2013,MAN,Gasolina,12.64,19.94,15.13
2PTAS 2.0L 4CIL 210HP DSG TURBO,2016,DSG,Gasolina,12.6,19.6,15.01
4PTAS 2.0L 4CIL 210HP DSG TURBO FSI,2016,DSG,Gasolina,12.6,20.1,15.14
MKVI 4PTAS 2.0L 4CIL 115HP AUT,2016,TIPT,Gasolina,12.6,21.7,15.53
2PTAS 2.0L 4CIL 210HP DSG TURBO,2017,DSG,Gasolina,12.6,19.6,15.01
4PTAS 2.0L 4CIL 210HP DSG TURBO FSI,2017,DSG,Gasolina,12.6,20.1,15.14
MKVI 4PTAS 2.0L 4CIL 115HP AUT,2017,TIPT,Gasolina,12.6,21.7,15.53
ST 4PTS 2.0L 4CIL 252HP MAN TURBO,2015,MAN,Gasolina,12.54,19.21,16.25
CGI 5PTS 1.6L 4CIL 122HP AUT (G TRONIC) TURBO,2012,AUT,Gasolina,12.5,21.28,16.74
5PTAS 2.0L 4CIL 218HP TURBO AUT,2018,AUT,Gasolina,12.5,20,16.43
5PTAS 2.0L 4CIL 218HP AUT TURBO,2016,AUT,Gasolina,12.5,20,16.43
4PTS 1.8L 4CIL 138HP MAN,2011,M5,Gasolina,12.48,17.76,14.41
4PTS 1.8L 4CIL 138HP MAN,2012,MAN,Gasolina,12.48,17.76,14.41
4PTS 1.8L 4CIL 138HP MAN,2013,MAN,Gasolina,12.48,17.76,14.41
2PTS 2.0L 4CIL 210HP MAN TURBO,2014,MAN,Gasolina,12.46,20.25,15.07
SEDAN LX 5PTS 2.0L 4CIL 158HP CVT,2016,CVT,Gasolina,12.4,21.2,16.64
MKVI 4PTAS 2.0L 4CIL 115HP MAN,2016,MAN,Gasolina,12.4,21.5,15.32
MKVI 4PTAS 2.0L 4CIL 115HP MAN,2017,MAN,Gasolina,12.4,21.5,15.32
EX SEDAN 4PTAS 2.0L 4CIL 158HP CVT,2017,,Gasolina,12.4,21.2,16.64
SEDAN 4PTS 2.0L 4CIL 150HP MAN,2011,MAN,Gasolina,12.37,17.13,14.14
SEDAN 4PTS 2.0L 4CIL 150HP CVT,2011,CVT,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP MAN,2011,MAN,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP CVT,2011,CVT,Gasolina,12.37,17.13,14.14
SEDAN 4PTS 2.0L 4CIL 150HP MAN,2012,MAN,Gasolina,12.37,17.13,14.14
SEDAN 4PTS 2.0L 4CIL 150HP CVT,2012,CVT,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP MAN,2012,MAN,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP CVT,2012,CVT,Gasolina,12.37,17.13,14.14
SEDAN 4PTS 2.0L 4CIL 150HP MAN,2013,MAN,Gasolina,12.37,17.13,14.14
SEDAN 4PTS 2.0L 4CIL 150HP CVT,2013,CVT,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP MAN,2013,MAN,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP CVT,2013,CVT,Gasolina,12.37,17.13,14.14
SEDAN 4PTS 2.0L 4CIL 150HP MAN,2014,MAN,Gasolina,12.37,17.13,14.14
SEDAN 4PTS 2.0L 4CIL 150HP CVT,2014,CVT,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP MAN,2014,MAN,Gasolina,12.37,17.13,14.14
X-OVER 5PTS 2.0L 4CIL 150HP CVT,2014,CVT,Gasolina,12.37,17.13,14.14
4PTS 2.5L 4CIL 170HP AUT,2014,AUT,Gasolina,12.32,19.72,16.22
4PTS 2.5L 4CIL 168HP AUT (6F35),2015,AUT,Gasolina,12.32,19.72,16.22
4PTS 2.5L 4CIL 175HP AUT (6F35),2016,AUT,Gasolina,12.32,19.72,16.22
SEDAN 4PTAS 1.5L 4CIL 174HP MAN,2017,MAN,Gasolina,12.3,20.7,16.44
2PTS 2.0L 4CIL 200HP DSG TURBO,2012,DSG,Gasolina,12.25,19.14,14.62
2PTS 2.0L 4CIL 200HP MAN TURBO,2013,MAN,Gasolina,12.23,21.17,15.1
MKVI 4PTS 2.0L 4CIL 200HP TFSI MAN,2011,M6,Gasolina,12.2,22.05,15.27
MKVI GLI 4PTS 2.0L 4CIL 200HP MAN TFSI TURBO,2012,MAN,Gasolina,12.2,22.05,15.27
MKVI GLI 4PTS 2.0L 4CIL 200HP MAN TFSI TURBO,2013,MAN,Gasolina,12.2,22.05,15.27
MKVI GLI 4PTS 2.0L 4CIL 210HP MAN TFSI TURBO,2014,MAN,Gasolina,12.2,22.22,15.31
MKVI 4PTS 2.0L 4CIL 115HP MAN,2015,MAN,Gasolina,12.2,21,15.04
MKVI GLI 4PTAS 2.0L 4CIL 210HP MAN TURBO FSI,2016,MAN,Gasolina,12.2,21.7,15.19
MKVI GLI 4PTAS 2.0L 4CIL 210HP MAN TURBO FSI,2017,MAN,Gasolina,12.2,21.7,15.19
4PTS 2.0L 4CIL 152HP AUT,2011,AUT,Gasolina,12.16,15.66,13.52
4PTS 2.0L 4CIL 152HP CVT,2012,CVT,Gasolina,12.16,15.66,13.52
4PTS 2.0L 4CIL 152HP CVT,2013,CVT,Gasolina,12.16,15.66,13.52
4X2 4PTAS 2.5L 4CIL 175HP AUT,2017,AUT,Gasolina,12.11,20.42,14.83
4PTAS 2.5L 4CIL 175HP AUT,2018,AUT,Gasolina,12.11,20.42,14.83
MKVI 4PTS 2.0L 4CIL 115HP AUT (TIP),2015,TIPTRONIC,Gasolina,12.1,19.7,14.64
ST 4PTS 2.0L 4CIL 250HP MAN TURBO,2016,MAN,Gasolina,12.1,18.3,14.28
ST 5PTAS 2.0L 4CIL 252HP MAN TURBO ECOBOOST,2017,MAN,Gasolina,12.07,18.34,14.27
ST 4PTAS 2.0L 4CIL 252HP MAN,2018,MAN,Gasolina,12.07,18.34,14.27
GLS 2PTS 4CIL 115HP MAN,2011,M5,Gasolina,12.06,18.83,14.39
CGI 5PTS 1.6L 4CIL 121HP AUT TURBO,2014,AUT,Gasolina,12.05,20,16.07
CGI 5PTS 2.0L 4CIL 208HP AUT TURBO,2013,AUT,Gasolina,12.04,20.4,16.16
SXT 4PTS 2.4L 4CIL 184HP AUT,2014,AUT,Gasolina,12.04,18.76,14.35
LIMITED 4PTS 2.4L 4CIL 184HP AUT,2014,AUT,Gasolina,12.04,18.76,14.35
GT 4PTS 2.4L 4CIL 184HP AUT,2014,AUT,Gasolina,12.04,18.76,14.35
GT 4PTAS 2.4L 4CIL 184HP AUT,2016,AUT,Gasolina,12.04,18.76,14.35
EVOLUTION X 4PTS 2.0L 4CIL 291HP MAN TURBO,2014,MAN,Gasolina,12.01,18.79,14.34
SEDAN 4PTS 2.5L 4CIL 167HP AUT,2011,AUT,Gasolina,12,17.2,13.89
HATCHBACK 5PTS 2.5L 4CIL 167HP AUT,2011,AUT,Gasolina,12,17.2,13.89
GP 4PTS 1.8L 4CIL 180HP MAN TURBO,2011,M5,Gasolina,12,19.71,14.56
4PTS 2.0L 4CIL 260HP AUT TURBO,2016,AUT,Gasolina,12,19.8,14.59
MKVI GLI 4PTS 2.0L 4CIL 200HP DSG TFSI TURBO,2013,DSG,Gasolina,11.99,20.69,14.79
LT 4PTAS 2.0L 4CIL 260HP AUT TURBO,2017,AUT,Gasolina,11.95,20.32,14.67
PREMIER 4PTAS 2.0L 4CIL 260HP AUT TURBO,2017,AUT,Gasolina,11.95,20.32,14.67
MKVI GLI 4PTS 2.0L 4CIL 210HP DSG TFSI TURBO,2014,DSG,Gasolina,11.9,20.41,14.65
2PTAS 2.0L 4CIL 210HP MAN TURBO,2016,MAN,Gasolina,11.9,18.3,14.12
2PTAS 2.0L 4CIL 210HP MAN TURBO,2017,MAN,Gasolina,11.9,18.3,14.12
EPIC 5PTAS 1.8L 4CIL 141HP CVT,2017,,Gasolina,11.9,18.4,15.54
UNIQ 5PTAS 1.8L 4CIL 141HP CVT,2017,,Gasolina,11.9,18.4,15.54
4PTAS 2.0L 4CIL 245HP AUT,2017,AUT,Gasolina,11.9,18.92,15.68
4PTAS 2.0L 4CIL 245HP TURBO AUT,2018,AUT,Gasolina,11.9,18.92,15.68
4PTAS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,11.9,18.92,14.29
GLI 4PTS 1.8L 4CIL 180HP MAN TURBO,2012,MAN,Gasolina,11.87,19.71,14.46
4PTS 1.8L 4CIL 180HP MAN TURBO,2013,MAN,Gasolina,11.87,19.71,14.46
4PTS 2.4L 4CIL 170HP AUT,2011,AUT,Gasolina,11.82,19.9,14.46
GP 4PTS 2.0L 4CIL 115HP TIP,2011,TIP,Gasolina,11.81,20.66,14.63
4PTS 2.0L 4CIL 115HP TIP,2012,AUT,Gasolina,11.81,20.66,14.63
GL 4PTS 2.0L 4CIL 115HP TIP,2013,TIP,Gasolina,11.81,20.66,14.63
4PTS 2.0L 4CIL 115HP TIP,2014,TIP,Gasolina,11.81,20.66,14.63
4PTS 1.8L 4CIL 139HP AUT,2016,AUT,Gasolina,11.8,20.06,14.49
4PTS 2.5L 4CIL 175HP AUT,2011,AUT,Gasolina,11.8,18.2,14.02
4PTS 2.5L 4CIL 175HP AUT,2012,AUT,Gasolina,11.8,18.2,14.02
HATCHBACK 5PTS 1.5L 4CIL 102HP MAN,2012,MAN,Gasolina,11.8,17.9,15.33
HATCHBACK 5PTS 1.5L 4CIL 102HP MAN,2013,MAN,Gasolina,11.8,17.9,15.33
HATCHBACK 5PTS 1.5L 4CIL 102HP MAN,2014,MAN,Gasolina,11.8,17.9,15.33
2PTS 2.0L 4CIL 200HP MAN TURBO,2012,MAN,Gasolina,11.79,19.16,14.26
LS 4PTS 2.5L 4CIL 197HP AUT,2013,AUT,Gasolina,11.72,19.14,14.2
4PTS 2.0L 4CIL 240HP AUT TURBO,2014,AUT,Gasolina,11.7,18.76,15.48
4PTS 2.0L 4CIL 237HP AUT (6F35) TURBO,2015,AUT,Gasolina,11.7,18.76,15.48
4PTS 2.0L 4CIL 240HP AUT (6F35) TURBO,2016,AUT,Gasolina,11.7,18.76,15.48
MKVI 4PTS 2.5L 5CIL 170HP AUT (TIP),2015,TIPTRONIC,Gasolina,11.7,19.2,14.2
MKVI 4PTAS 2.5L 5CIL 170HP AUT,2016,TIPT,Gasolina,11.7,19.2,14.2
MKVI 4PTAS 2.5L 5CIL 170HP AUT,2017,TIPT,Gasolina,11.7,19.2,14.2
4X2 4PTAS 2.0L 4CIL 240HP AUT TURBO ECOBOOST,2017,AUT,Gasolina,11.67,18.68,14.04
4PTAS 2.0L 4CIL 240HP AUT,2018,AUT,Gasolina,11.67,18.68,14.04
SPORTWAGEN 5PTS 2.5L 5CIL 0170HP DSG,2013,DSG,Gasolina,11.66,19.26,14.18
MKVI 4PTS 2.5L 5CIL 170HP TIP,2013,TIP,Gasolina,11.66,19.26,14.18
MKVI 4PTS 2.5L 5CIL 170HP TIP,2014,TIP,Gasolina,11.66,19.26,14.18
GP 4PTS 2.0L 4CIL 115HP MAN,2011,M5,Gasolina,11.63,21.69,14.7
4PTS 2.4L 4CIL 170HP AUT,2012,AUT,Gasolina,11.62,19.9,14.3
2PTS 2.5L 5CIL 170HP TIP,2013,TIP,Gasolina,11.62,17.98,13.82
2PTS 2.5L 5CIL 170HP TIP,2014,TIP,Gasolina,11.62,17.98,13.82
GTS 4PTS 2.4L 4CIL 168HP CVT,2015,CVT,Gasolina,11.62,16.94,14.93
CABRIO 2PTS 2.5L 5CIL 150HP MAN,2011,M5,Gasolina,11.61,19.22,14.13
2PTS 2.5L 5CIL 150HP MAN,2011,M5,Gasolina,11.61,19.22,14.12
5PTS 2.3L 4CIL 153HP MAN,2011,M5,Gasolina,11.6,16.7,13.45
4PTS 2.0L 4CIL 115HP MAN,2012,MAN,Gasolina,11.6,19.5,14.19
SEDAN 4PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,11.6,17.7,13.73
SEDAN 4PTS 2.5L 4CIL 170HP AUT,2013,AUT,Gasolina,11.6,17.7,13.73
MKVI 4PTS 2.5L 5CIL 170HP MAN,2015,MAN,Gasolina,11.6,20.4,14.39
MKVI 4PTAS 2.5L 5CIL 170HP MAN,2016,MAN,Gasolina,11.6,20.4,14.39
MKVI 4PTAS 2.5L 5CIL 170HP MAN,2017,MAN,Gasolina,11.6,20.4,14.39
GTS 4PTS 2.4L 4CIL 168HP CVT,2014,CVT,Gasolina,11.59,16.98,13.52
MKVI GLI 4PTS 2.0L 4CIL 200HP DSG TFSI TURBO,2012,AUT,Gasolina,11.53,19.36,14.1
5PTS 2.0L 4CIL 145HP MAN,2011,M6,Gasolina,11.5,18.7,15.3
4PTS 1.8L 4CIL 132HP MAN,2011,MAN,Gasolina,11.5,14.9,12.82
4PTS 1.8L 4CIL 132HP AUT,2011,AUT,Gasolina,11.5,14.9,12.82
4PTS 1.8L 4CIL 132HP MAN,2012,MAN,Gasolina,11.5,14.9,12.82
4PTS 1.8L 4CIL 132HP AUT,2012,AUT,Gasolina,11.5,14.9,12.82
4PTS 1.8L 4CIL 132HP AUT,2013,AUT,Gasolina,11.5,14.9,12.82
4PTS 1.8L 4CIL 132HP MAN,2013,MAN,Gasolina,11.5,14.9,12.82
WGN 5PTS 2.5L 4CIL 157HP AUT,2014,AUT,Gasolina,11.5,17.6,13.63
A7 GTI 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2016,DSG,Gasolina,11.5,20.1,14.24
A7 GTI 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2017,DSG,Gasolina,11.5,20.1,14.24
MKVI 4PTS 2.5L 5CIL 170HP MAN,2011,M5,Gasolina,11.48,20.66,14.35
SPORTWAGEN 4PTS 2.5L 5CIL 170HP MAN,2011,M5,Gasolina,11.48,20.66,14.35
SPORTWAGEN 5PTS 2.5L 5CIL 170HP MAN,2012,MAN,Gasolina,11.48,20.66,14.35
MKVI 4PTS 2.5L 5CIL 170HP MAN,2012,MAN,Gasolina,11.48,20.66,14.35
MKVI 4PTS 2.5L 5CIL 170HP MAN,2013,MAN,Gasolina,11.48,20.66,14.35
MKVI 4PTS 2.5L 5CIL 170HP MAN,2014,MAN,Gasolina,11.48,20.66,14.35
5PTS 2.4L 4CIL 172HP MAN,2011,MAN,Gasolina,11.46,15.59,13.01
4PTS 2.0L 4CIL 158HP MAN,2011,MAN,Gasolina,11.46,14.55,12.67
5PTS 2.4 4CIL 172 MAN,2012,MAN,Gasolina,11.46,15.59,13.01
SPORTWAGEN 5PTS 2.5L 5CIL 170HP MAN,2013,MAN,Gasolina,11.43,17.94,13.66
5PTS 2.0L 4CIL 145HP AUT,2011,AUT,Gasolina,11.4,17.9,15.02
RS 3PTS 2.5L 5CIL 304HP MAN,2011,M6,Gasolina,11.4,18.9,15.27
SEDAN 4PTS 2.5L 4CIL 170HP MAN,2012,MAN,Gasolina,11.4,17.8,13.6
SEDAN 4PTS 2.5L 4CIL 170HP MAN,2013,MAN,Gasolina,11.4,17.8,13.6
4PTS 2.0L 4CIL 115HP AUT (TIP),2015,TIPTRONIC,Gasolina,11.4,19.2,13.95
SEDAN 4PTS 1.6L 4CIL 114HP MAN,2013,MAN,Gasolina,11.36,18.87,15.23
SEDAN 4PTS 1.6L 4CIL 114HP MAN,2014,MAN,Gasolina,11.36,18.87,15.23
SEDAN 4PTS 1.6L 4CIL 114HP MAN,2015,MAN,Gasolina,11.36,18.87,15.23
LS 4PTS 1.8L 4CIL 138HP AUT,2015,AUT,Gasolina,11.32,18.93,13.82
