Versión,Modelo,Trans.,Cilindros,Potencia (HP),Tamaño (L),Categoría
5PTS 2.4L 4CIL 173HP AUT,2011,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
S HÍBRIDO 5PTS 3.0L 6CIL 333(+47)HP TIP QUATTRO,2013,TIP,6,380,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4PTS 2.0L 4CIL 145HP MAN,2011,M5,4,145,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
EX 4WD 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
EX-L 4WD 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LX 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
EX 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
EX-L 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,4,175,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 145HP MAN,2012,MAN,4,145,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 260HP CVT,2014,CVT,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
S HÍBRIDO 5PTS 3.0L 6CIL 333(+47)HP TIP TRACCION INTEGRAL,2014,TIPTRONIC,6,380,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 260HP CVT,2015,CVT,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 260HP CVT,2016,CVT,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTAS 2.4L 4CIL 163HP AUT,2016,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTAS 2.4L 4CIL 163HP AUT,2015,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTAS 2.4L 4CIL 163HP AUT,2017,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 260HP CVT,2013,CVT,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 2.0L 4CIL 240HP AUT TURBO,2017,AUT,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
4PTS 3.0L 6CIL 240HP AUT,2011,AUT,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 4PTS 3.0L 6CIL 240HP AUT,2011,AUT,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 4PTS 3.0L 6CIL 240HP AUT,2011,AUT,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 240HP AUT,2012,AUT,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
SE 5PTS 2.4 4CIL 173HP AUT,2014,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
SXT 5PTS 2.4 4CIL 173HP AUT (5 PASAJEROS),2014,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
SXT 5PTS 2.4 4CIL 173HP AUT (7 PASAJEROS),2014,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
CROSSROAD 5PTS 2.4 4CIL 173HP AUT,2014,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.4L 4CIL 190HP AUT,2015,AUT,4,190,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.4 4CIL 173HP AUT,2015,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.4L 4CIL 190HP AUT,2016,AUT,4,190,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
SE 5PTAS 2.4L 4CIL 173HP AUT,2016,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
GP 5PTAS 2.0L 4CIL 200HP TIP TURBO FSI,2017,TIPT,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 2.4L 4CIL 182HP AUT,2013,AUT,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.4L 4CIL 182HP AUT,2011,AUT,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.4 4CIL 173HP AUT,2012,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.4 4CIL 173HP AUT,2013,AUT,4,173,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LATITUDE 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LATITUDE 4X2 5PTAS 2.4L 4CIL 172HP AUT,2016,AUT,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.4L 4CIL 169HP AUT,2011,AUT,4,169,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
XT 5PTS 2.5L 4CIL 224HP AUT TURBO,2012,AUT,4,224,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL,2016,TIPT,6,300,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL,2017,TIPT,6,300,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTAS 3.3L 6CIL 290HP AUT,2017,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTAS 3.3L 6CIL 290HP AUT,2018,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 2.4L 4CIL 182HP AUT,2014,AUT,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 2.4L 4CIL 182HP AUT,2015,AUT,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 2.5L 4CIL 184HP AUT,2014,AUT,4,184,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON FWD 5PTS 2.5L 4CIL 184HP AUT,2015,AUT,4,184,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 2.4L 4CIL 163HP AUT,2016,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 2.4L 4CIL 163HP AUT,2015,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 2.4L 4CIL 163HP AUT,2017,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
EX 2WD 5PTAS 2.4L 4CIL 184HP CVT,2017,,4,184,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 2.4L 4CIL 166HP AUT,2011,AUT,4,166,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 2.4L 4CIL 164HP AUT,2012,AUT,4,166,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 2.4L 4CIL 163HP AUT,2013,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 2.4L 4CIL 163HP AUT,2014,AUT,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.5L 6CIL 285HP AUT,2014,AUT,6,285,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 2.4L 4CIL 184HP AUT,2014,AUT,4,184,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LATITUDE 5PTS 2.4L 4CIL 184HP AUT,2014,AUT,4,184,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 5PTS 2.4L 4CIL 184HP AUT,2014,AUT,4,184,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTAS 2.4L 4CIL 184HP AUT,2016,AUT,4,184,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 200HP TIP TFSI TURBO,2011,TIP,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 200HP TIP TFSI TURBO QUATRO,2011,TIP,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
GP 5PTS 2.0L 4CIL 200HP TIP FSI TURBO,2012,TIP,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION FSI TURBO,2012,TIP,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
GP 5PTS 2.0L 4CIL 200HP TIP FSI TURBO,2013,TIPTRONIC,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION FSI TURBO,2013,TIPTRONIC,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 3.7L 6CIL 305HP AUT,2011,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 3.7L 6CIL 305HP AUT,2012,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 3.7L 6CIL 305HP AUT,2013,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 5PTS 2.4L 4CIL 184HP AUT,2015,AUT,4,184,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO,2014,TIPTRONIC,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
GP 5PTS 2.0L 4CIL 200HP TIP TURBO,2014,TIPTRONIC,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.5L 4CIL 168HP AUT,2013,AUT,4,168,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 2.5L 4CIL 184HP AUT,2014,AUT,4,184,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 180HP AUT TURBO DIESEL,2013,AUT,4,180,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4WD 5PTS 2.5L 4CIL 184HP AUT,2015,AUT,4,184,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 2.3L 4CIL 275HP AUT TURBO,2017,AUT,4,275,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTAS 3.3L 6CIL 290HP AUT,2016,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTAS 3.3L 6CIL 290HP AUT,2017,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTAS 3.3L 6CIL 290HP AUT,2018,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 240HP AUT TURBO,2016,AUT,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.5L 6CIL 285HP AUT,2011,AUT,6,285,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.5L 6CIL 285HP AUT,2012,AUT,6,285,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 240HP AUT,2013,AUT,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.5L 6CIL 285HP AUT,2013,AUT,6,285,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 2.3L 4CIL 275HP AUT TURBO,2016,AUT,4,275,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
EX-L 4WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
EX-L 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
LX 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
EXi STYLE 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO,2017,TIPT,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO,2016,TIPT,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 265HP AUT,2011,AUT,6,265,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 308HP AUT,2013,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
315 5PTAS 2.1L 4CIL 150HP TURBO MAN DIÉSEL,2018,MAN,4,150,2.1,CAMIONETAS DE USO MULTIPLE (SUV)
CHASIS 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
VAN 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
CHASIS CAB REG 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
VAN CORTO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
VAN LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
4PTS 2.0L 4CIL 145HP AUT,2011,AUT,4,145,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 2.3L 4CIL 244HP AUT,2011,AUT,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 235HP CVT,2011,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 235HP CVT,2012,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 145HP AUT,2012,AUT,4,145,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X2 5PTS 2.3L 4CIL 244HP AUT TURBO,2012,AUT,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 235HP CVT,2013,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 265HP CVT,2013,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 265HP CVT,2013,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 235HP CVT,2014,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 138HP AUT TURBO DIESEL,2013,AUT,4,138,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 138HP DSG TURBO DIESEL,2013,DSG,4,138,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 354HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,6,354,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 354HP TIPTRONIC QUATTRO FSI TURBO,2016,TIPTRONIC,6,354,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.0L 6CIL 354HP TIP QUATTRO FSI TURBO,2017,TIPT,6,354,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.5L 6CIL 235HP CVT,2011,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.5L 6CIL 235HP CVT,2012,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.5L 6CIL 235HP CVT,2013,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.5L 6CIL 235HP CVT,2014,CVT,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 290HP AUT,2015,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
SLT AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
DENALI AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,4,211,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 2.0L 4CIL 211HP S TRONIC QUATTRO FSI TURBO,2012,S TRONIC,4,211,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
XDRIVE 35iA 4X4 5PTAS 3.0L 6CIL 306HP BITURBO AUT,2017,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.5L 6CIL 280HP AUT,2016,AUT,6,280,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
FWD Y AWD 5PTAS 3.5L 6CIL 280HP AUT,2017,AUT,6,280,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.5L 6CIL 280HP AUT,2018,AUT,6,280,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2016,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
CROSS OVER 5PTS 1.6L 4CIL 154HP AUT TURBO,2011,AUT,4,154,1.6,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 290HP AUT,2011,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 290HP AUT,2012,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X2 5PTS 3.7L 6CIL 273HP AUT,2012,AUT,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
3.6R AWD 5PTS 3.6L 6CIL 256HP AUT (CVT),2012,CVT,6,256,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 290HP AUT,2013,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X2 5PTS 3.7L 6CIL 273HP AUT,2014,AUT,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
NV350 PANEL 4PTS 2.5L 4CIL 127HP MAN DIESEL,2014,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X2 5PTS 3.7L 6CIL 273HP AUT,2015,AUT,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 290HP AUT,2016,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN DIESEL,2015,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,2016,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,2017,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 3.2L 6CIL 271HP AUT,2016,AUT,6,271,3.2,CAMIONETAS DE USO MULTIPLE (SUV)
415 5PTAS 2.1L 4CIL 150HP TURBO MAN DIÉSEL,2018,MAN,4,150,2.1,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 3.0L 6CIL 264HP AUT,2013,AUT,6,264,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
CARGO VAN 5PTAS 2.3L 4CIL 120HP MAN,2016,MAN,4,120,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 333HP TIPTRONIC TURBO FSI QUATTRO,2011,TIP,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 2.3L 4CIL 244HP AUT,2011,AUT,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X4 5PTS 2.3L 4CIL 244HP AUT TURBO,2012,AUT,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 4.4L 8CIL 575HP BITURBO AUT,2017,AUT,8,575,4.4,CAMIONETAS DE USO MULTIPLE (SUV)
SXT 5PTAS 3.6L 6CIL AUT,2016,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 4X2 5PTAS 3.6L 6CIL 290HP AUT,2016,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AMG 5PTAS 3.0L 6CIL 367HP BITURBO AUT,2018,AUT,6,367,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
CGI AMG 5PTS 3.5L 6CIL 302HP AUT,2012,AUT,6,302,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
CGI AMG 4MATIC 5PTS 3.5L 6CIL 302HP AUT,2013,AUT,6,302,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTAS 3.3L 6CIL 290HP AUT,2016,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTAS 3.3L 6CIL 290HP AUT,2017,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTAS 3.3L 6CIL 290HP AUT,2018,AUT,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.0L 6CIL 265HP AUT,2011,AUT,6,265,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 308HP AUT,2013,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 264HP AUT,2011,AUT,6,264,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.7L 6CIL 305HP AUT,2011,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.7L 6CIL 305HP AUT,2012,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.7L 6CIL 305HP AUT,2013,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 3.7L 6CIL 305HP AUT,2013,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.7L 6CIL 305HP AUT,2016,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTAS 2.7L 6CIL 315HP AUT TURBO,2016,AUT,6,315,2.7,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 4X4 5PTAS 2.7L 6CIL 315HP AUT TURBO ECOBOOST,2017,AUT,6,315,2.7,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 4X4 5PTAS 2.7L 6CIL 315HP ECOBOOST AUT,2018,AUT,6,315,2.7,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 5PTS 2.4L 4CIL 174HP MAN,2014,MAN,4,174,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
CGI AMG 5PTS 3.5L 6CIL 302HP AUT,2014,AUT,6,302,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 5PTS 2.4L 4CIL 128HP MAN,2012,MAN,4,128,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 5PTS 2.4L 4CIL 128HP MAN,2013,MAN,4,128,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 3.0L 6CIL 264HP AUT,2014,AUT,6,264,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 5PTS 3.0L 6CIL 264HP AUT,2015,AUT,6,264,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 269HP AUT,2011,AUT,6,269,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.5L 6CIL 269HP AUT,2011,AUT,6,269,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 269HP AUT,2012,AUT,6,269,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 269HP AUT,2012,AUT,6,269,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.8L 6CIL 215HP AUT,2011,AUT,6,215,3.8,CAMIONETAS DE USO MULTIPLE (SUV)
4MATIC 5PTAS 3.0L 6CIL 333HP AUT TURBO,2016,AUT,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.0L 6CIL 333HP TURBO AUT,2018,AUT,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.0L 6CIL 333HP TURBO AUT,2018,AUT,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 2.3L 4CIL 240HP AUT,2011,AUT,4,240,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 2.3L 4CIL 240HP AUT TURBO,2012,AUT,4,240,2.3,CAMIONETAS DE USO MULTIPLE (SUV)
RWD CHASIS 4PTS 2.4L 4CIL 114HP MAN DIESEL,2011,MAN,4,114,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
RWD CHASIS 4PTS 2.4L 4CIL 114HP MAN DIESEL,2012,MAN,4,114,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 115HP MAN,2013,MAN,4,115,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
NV350 PSAJS 4PTS 2.5L 4CIL 127HP MAN DIESEL,2014,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 2.0L 4CIL 115HP MAN,2014,MAN,4,115,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
NV350 PASAJEROS4PTS 2.5L 4CIL 145HP MAN DIESEL,2015,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
